Content,is_pos,is_serv,is_product,is_price,is_env
鸡肉都烤糊了，整个黑的，竟然还敢给客人，太不负责任了。无良商家，差评！,-1,,-1,,
真的很生气，可乐不要冰，但是你是给我加了水吗？根本没可乐的味道，然后我的汉堡里面没有菜，只有点肉。,-1,-1,-1,,
欠我一杯七喜    ！！！！！,-1,-1,,,
汉堡还是得吃汉堡王的。实在！贵点也不算什么  货品保存完好 骑手服务好 整洁卫生 送货快 准时送达,1,1,1,,
冰凉冰凉的………,-1,-1,,,
薯条凉了 鸡翅也凉了,-1,-1,-1,,
谢谢快递小妹，服务好好好  准时送达 送货快 整洁卫生 货品保存完好 送货上门 风雨无阻 骑手服务好 穿着专业,1,1,,,
#霸王鸡腿皇堡#  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门,1,1,,,
真心给汉堡王打call，真材实料啊量超级超级大的  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,1,,
正常，正常，正常，正常  骑手服务好,1,1,,,
都不看备注的么，那要备注有什么用？  缺少餐具,-1,-1,,,
多次买了！很好??,1,,,,
少送了一个汉堡，汉堡，堡,-1,-1,,,
封上口，都打开了,-1,-1,,,
把鸡条给我错了城鱼条,-1,-1,,,
一个套餐加一薯条，套餐少东西，没给嫩鸡块。没有什么要求，东西都给不全啊。\n,-1,-1,,,
emmmm薯条送成了鸡块,-1,-1,,,
汉堡牛排糊了，是苦的。#大块朵颐火烤牛排堡#  货品完好 仪表整洁 礼貌热情 快速准时 穿戴工服 风雨无阻,-1,1,-1,,
我们家都喜欢，我喜欢3层的，还有黑巧克力很好喝，甘蔗马蹄饮好喝又营养，还符合养生  快速准时 货品完好 仪表整洁 风雨无阻 礼貌热情 穿戴工服,1,1,1,,
  货品完好 仪表整洁 礼貌热情 快速准时 穿戴工服 风雨无阻,1,1,,,
孩子喜欢吃的一款汉堡包。,1,,,,
汉堡和薯条都不错，洋葱圈不喜欢吃,1,,1,,
洋葱圈凉了 还是软的 要求换热饮没换 也没跟我联系  准时送达 骑手服务好,-1,1,-1,,
我的备注 。没有按我备注 配餐。希望下次 可以帮忙一下 谢谢#皇堡#  准时送达,-1,-1,,,
这个堡真的超级小……我以为汉堡王的汉堡都是很大的……我个人不太喜欢这个味道,-1,,-1,,
套餐里并没有饮料，给孩子订的，吃完才发现，每次订它家都会发生一些问题,-1,-1,,,
包装好纸袋比较环保,1,,,,
大鸡腿味道太重，孜然粉太多了,-1,,-1,,
这个新出的汉堡很大，第一口咬下去偏甜。个人还是喜欢牛肉堡多一点。  货品保存完好 穿着专业 准时送达 送货快,1,1,1,,
汉堡很赞 奶茶好喝 套盒每次必点  整洁卫生 准时送达,1,1,,,
汉堡好小一个，味道一般,-1,,-1,,
薯条分量太少 大薯都好少 以后不会点汉堡王了  骑手服务好 风雨无阻 货品保存完好,-1,1,-1,,
送餐速度非常快，下次如果能把冷饮换成热饮就好了。,-1,-1,,,
我买的培根芝士皇堡是不辣的，送来的是加了天椒没有培根的不知道什么堡，作为一个不能吃辣的人，根本吃不了。生气。,-1,,-1,,
还是很不错的，服务可以  送货快 准时送达 货品保存完好 送货上门,1,1,,,
不错！外卖大叔超级快！贴心，备注换的饮料也换了。五星好评  准时送达 送货上门 骑手服务好 整洁卫生 送货快 货品保存完好,1,1,,,
送少两杯饮料！！！  配送慢,-1,-1,,,
就在隔壁，结果跑腿不认路,-1,-1,,,
非常不好吃，汉堡鸡肉的味道一般价格比麦丹劳还贵也比不少，鸡翅鸡腿满满的花椒，吃到你嘴巴都一个味了  骑手服务好,-1,1,-1,,
好吃~建议汉堡酱料下少点或者做稠点 每次吃都会滴的全身都是…,-1,,-1,,
美团这么久，第一次电话投诉，第一次给一星差评，可见对你们的服务是有多失望，姑且不谈食物，真真是服务太差，你们没有管理者么？汉堡少送，第一处理方案是下次订餐补给，我们反映会有小朋友没东西吃，不够分。结果问我们远不远，近才给补送，我们表示只有600多米。结果就等了50分钟，好像少送是我们的错，这期间孩子因为没有自己的食物很是不开心，等了40分钟时催了一次，对方态度很差的说了句，“在路上了。”就挂了。怎么也是连锁品牌，不要砸了招牌！,-1,-1,,,
还可以，就是来到这都冷了,-1,-1,,,
鸡块和鸡条是冷的，鸡翅、鸡腿和洋葱圈是热的，活动优惠的送鸡翅也没送，还好有美团客服的即时处理服务必须点赞！  仪表整洁 快速准时 货品完好 礼貌热情,-1,-1,,,
薯霸王好吃，汉堡一般  配送慢,-1,-1,1,,
#大块朵颐火烤牛排堡套餐#微博安利的~真的蛮大一个也很好吃ヾ(????)?~  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好,1,1,1,,
牛肉干？！硬的真想叫你们开拿回去！还有双层堡也是干硬 我的天 新品和折扣品就这样？我是老买家了 其他商品都还行 就是这次很受不了#大块朵颐火烤牛排堡套餐#,-1,-1,-1,,
#天椒霸王鸡腿皇堡#好吃#美式鸡排堡单人套餐#好吃  送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻,1,1,1,,
啊。。。好失望。。。真的份量好小。。。味道还是可以的。以后得买多点。,-1,,-1,,
送餐这次太慢了啊,-1,-1,,,
商家不负责任，美团外卖人员没到也不保温，等到送餐都是冷的。打电话投诉也没回复，相互推卸责任。麻烦尽快来换！  配送慢 保温不到位,-1,-1,,,
饮料备注了要芬达，给我又寄来可乐。第二次了。,-1,-1,,,
点了套餐里面有一份薯条，再点了一份鸡块，下面备注鸡块甜辣酱换番茄酱，麻烦给四包番茄酱，结果甜辣酱是没给了，然后还只给了一包番茄酱，用不用这么小气，一直很喜欢汉堡王，但这次叫餐真的太失望了  骑手服务好 整洁卫生 送货上门 货品保存完好,-1,-1,,,
配送费太贵了  ,-1,,,-1,
非常无语！！！送过来都是冷的！！,-1,-1,,,
建议保温措施做好，天气冷了，东西有点凉，这么近的距离都不怎么热了  货品保存完好 穿着专业 准时送达 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,-1,-1,,,
新品鸡排包很好吃   其他也都不错   就是有点点冷  货品保存完好 送货上门 骑手服务好 整洁卫生 送货快 准时送达,-1,-1,1,,
经常定，很不错#培根芝士皇堡##炫辣鸡腿堡#  货品保存完好 准时送达 穿着专业 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,1,1,1,,
味道不错 番茄酱给的也够多  送货上门 送货快 骑手服务好 整洁卫生 准时送达 货品保存完好,1,1,1,,
还不错，送货蛮快的  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好,1,1,,,
很棒的骑手，为外卖小哥点赞\n  骑手服务好 货品保存完好 风雨无阻,1,1,,,
超级歪瑞古德，赞赞赞赞赞  货品保存完好 骑手服务好 整洁卫生 送货快 准时送达,1,1,,,
儿子爱吃，多次购买  准时送达 货品保存完好 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,1,1,,,
麻烦你们下次咖啡记得封口！,-1,-1,,,
挺好吃的！包装也不错,1,,1,,
无可挑剔  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,,,
雪天骑手取餐慢商家没现装，可乐冰都化了变成兑水的可乐，皇堡的西红柿都捂烂了，薯条也硬了，雪天骑手慢没办法，商家就不能等骑手到店再装餐么？,-1,-1,,,
非常快 好吃谢谢,1,1,1,,
为什么饮料只有半杯,-1,-1,,,
点了个洋葱圈，没给带，这都能忘！！！差评！！  配送慢,-1,-1,,,
喜欢汉堡王的??  穿着专业 骑手服务好 货品保存完好,1,1,,,
好好好，一如既往的好  穿着专业 整洁卫生 骑手服务好 送货快 准时送达,1,1,,,
一杯咖啡，还剩四分之一了，我还能说啥？我就知道店家和送货都有责任，包装谨慎点，送货稳当点，都不至于这样。实在是没法儿忍。  送货快 准时送达,-1,-1,,,
鸡腿太咸了，饮料应该\n想办法改变包装\n  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,-1,1,-1,,
非常满意，下了好大的雨，还准时送达，感谢送餐员！,1,1,,,
鸡腿味道有待改进，有微腥味  送货快 准时送达,-1,1,-1,,
多次购买，一如既往的好吃,1,,,,
好#王道椒香鸡腿#好#王道川蜀鸡翅#好  货品保存完好 骑手服务好 送货上门,1,1,1,,
焦了。。。。。。。差评  准时送达,-1,1,-1,,
天很冷，谢谢外卖风雨无阻！  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,,,
还不错 很好    整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门,1,1,,,
饮料署名要换红茶、依旧送来了冰凉的可乐…也就是这家离得近、速度快…这已经不是第一次出现类似的问题、既然备注没什么用、那还有这项干嘛…  整洁卫生 穿着专业 货品保存完好 送货上门 风雨无阻 送货快 准时送达 骑手服务好,-1,-1,,,
除了有点快没毛病  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好,1,1,,,
汉堡王不错，赞一个,1,,,,
鸡腿明显是放了很久的，其他还好。  送货上门 骑手服务好 准时送达 送货快,-1,1,-1,,
口味不错，包装也不错,1,1,1,,
非常好，送餐小哥速度很快，十分钟就到了。,1,1,,,
外卖小哥很好，太快了，辛苦了,1,1,,,
骑手非常负责，非常尽职尽责！  骑手服务好 整洁卫生 送货快 准时送达 味道赞,1,1,1,,
鸡块不错，不知道鸡条也是辣的，孩子辣的直嘶嘶，味道不错  货品保存完好 送货上门 骑手服务好 整洁卫生 送货快 准时送达,1,1,1,,
鸡块有点凉了 别的还不错,-1,-1,,,
幸苦师傅。依然好吃。  送货快 货品保存完好 骑手服务好 整洁卫生 送货上门 准时送达,1,1,,,
很好，下次还来。。,1,,,,
薯条冷掉了，豆浆只有半杯！汉堡里的生菜还是黄的，简直不能忍,-1,-1,,,
没有番茄酱包....  骑手服务好 准时送达 货品保存完好 送货上门 风雨无阻 送货快 整洁卫生 穿着专业,-1,-1,,,
不错，外卖小哥速度很快，大冬天的汉堡还热乎着呢！态度很好，有礼貌，很棒！辛苦了！  整洁卫生 穿着专业 货品保存完好 送货上门 风雨无阻 送货快 准时送达 骑手服务好,1,1,,,
外卖小哥很高手！饮料快洒出一半了！继续努力,-1,-1,,,
说要辣椒要辣椒，就是不给放，大店就是牛逼。  准时送达,-1,-1,,,
汉堡装错了，买的鳕鱼堡，结果是鸡肉的，还是辣的，孩子不能吃辣，咬了一口才发现，一口也没吃  货品保存完好 准时送达 穿着专业 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,-1,-1,,,
因为填错了信息且手机信号不好，导致骑手找不到我而耽误了他后面两单的配送，造成了经济损失。实在是非常抱歉，而他并不追究我责任，且十分大度，真的很感激。  穿着专业 准时送达 货品保存完好 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,1,1,,,
满意！很满意！非常满意！  货品保存完好 准时送达 穿着专业 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,1,1,,,
外卖少送了一份鸡翅，店家竟然让我下次过去的时候自己去拿，差评差评差评！  送货快,-1,-1,,,
店家不负责任。 那么冷的天。我点了饮料备注不放冰。也不看 备注直接上面一层满满的冰。 打电话要求处理。直接说下次注意。要求更换。说加冰不加冰都一样凉。无语????  准时送达,-1,-1,,,
骑士小哥哥速度超级快  ????  穿着专业 准时送达 货品保存完好 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,1,1,,,
#霸王鸡腿皇堡套餐#好,1,,1,,
一直都很好的汉堡王一直都很好的美团外卖  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,,,
可口，但最好剥皮,1,,,,
大份薯条：就和小份的没什么区别  货品保存完好 准时送达 穿着专业 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,-1,1,-1,,
好评，外卖小哥也很准时,1,1,,,
鸡排好～嫩啊！！！#大块朵颐火烤鸡排堡#鸡腿藤椒味很足！#王道椒香鸡腿#,1,,1,,
下单不足一分钟 因为地址错了想退单都不行 说已经做好了 退步了 即便在那堂食 也没有一分钟就出餐还影响接下来二次销售的 打电话态度还不好 ,-1,-1,,,
我爱骑手小哥哥！！,1,1,,,
很一般吧 吸管脏脏的 汉堡肉薄薄一层 一点没吃好  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,-1,1,-1,,
一直都是好味道??????  送货快 准时送达 送货上门 份量足 食材新鲜 味道赞,1,1,1,,
快递小哥速度超快提前送达了！好评！  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻 穿着专业,1,1,,,
饮料备注了一杯不要冰的，结果两杯都还是冰的。可能店员忘了吧，给个三星。  货品保存完好 准时送达 穿着专业 送货上门 风雨无阻 送货快 整洁卫生 骑手服务好,-1,-1,,,
一如既往的好！还让骑手等了半天。  整洁卫生 送货快 准时送达 骑手服务好 货品保存完好 送货上门 风雨无阻,1,1,,,
比肯德基好吃一百倍，薯条也比肯德基好吃多了，第一次觉得薯条也这么好吃的，大赞??,1,,1,,
厚厚一层牛肉挺香的，味道不错#大块朵颐火烤牛排堡#奶茶里面加点颗粒就好了，必胜客的奶茶放的粗粮就不错#港式热奶茶(336ml)#  穿戴工服 快速准时 货品完好,1,1,1,,
不错不错不错不错  送货快 准时送达 骑手服务好 送货上门,1,1,,,
这家汉堡王和别家的不一样。豆浆只有小杯的，而且豆浆是没有吸管的  缺少餐具 偷工减料 货品有缺失 图片实物不符 商家服务差 货品错误,-1,-1,-1,,
快递先生，很负责,1,1,,,
配餐的有没有看清楚备注啊？饮料换豆浆！没换就算了，这么冷的天你喝可乐加冰块？！！！  送货快 风雨无阻,-1,-1,,,
不错    \n挺好的,1,1,,,
饮料吸管都没有，不要犯这种低级错误行吗？真是醉了。,-1,-1,,,
好吃好吃??自从有了汉堡王，再也不吃肯德基了  货品保存完好 送货上门 骑手服务好 整洁卫生 送货快 准时送达,1,1,1,,
比肯德基麦当劳等快餐店的汉堡好吃，活动时叫的外送，非常划算。希望多做活动哇,1,1,1,1,
